stock_id,date,product_name,product_category,unit_sold,price,cost,stock_available
DQ-AT-SPD,5/17/2024,Set Pulpen DQLab,Alat Tulis,69,149850,44850,91
DQ-M-STED,5/17/2024,Set Tulis Eksekutif DQLab,Merchandise,81,299850,209850,172
DQ-E-PMD,5/17/2024,Printer Mini DQLab,Elektronik,41,599850,524850,52
DQ-AT-TRD,5/17/2024,Tipe-X Roller DQLab,Alat Tulis,107,44850,29850,145
DQ-E-STD,5/17/2024,Stempel + Tinta DQLab,Elektronik,2,374850,314850,96
DQ-PM-SBD,5/17/2024,Staples + Box DQLab,Perlengkapan Meja,32,74850,59850,120
DQ-E-PLD,5/17/2024,Powerbank Logo DQLab,Elektronik,27,299850,269850,88
DQ-P-LCD,5/17/2024,Lakban + Cutter DQLab,Pengemasan,106,134850,119850,142
DQ-M-TLD,5/17/2024,Tumbler Logo DQLab,Merchandise,7,194850,164850,66
DQ-E-SMD,5/17/2024,Speaker Mini DQLab,Elektronik,9,389850,314850,97
DQ-M-BAD,5/18/2024,Buku Agenda DQLab,Merchandise,92,239850,149850,124
DQ-M-TLD,5/18/2024,Termos Logo DQLab,Merchandise,49,194850,149850,146
DQ-E-EKD,5/18/2024,Earphone Kantor DQLab,Elektronik,222,224850,104850,275
DQ-M-BMD,5/18/2024,Botol Minum DQLab,Merchandise,58,239850,179850,144
DQ-KC-KND,5/18/2024,Kartu Nama DQLab,Kertas & Cetak,30,104850,59850,61
DQ-AT-PMD,5/18/2024,Pulpen Metal DQLab,Alat Tulis,58,164850,149850,110
DQ-O-KSD,5/18/2024,Kotak Serbaguna DQLab,Organisasi,7,224850,164850,53
DQ-KC-LND,5/18/2024,Label Nama DQLab,Kertas & Cetak,40,164850,89850,110
DQ-M-MCD,5/18/2024,Mousepad Custom DQLab,Merchandise,55,89850,59850,120
DQ-M-MCD,5/18/2024,Mousepad Custom DQLab,Merchandise,55,89850,59850,120
DQ-AT-SPD,5/18/2024,Set Pulpen DQLab,Alat Tulis,48,149850,44850,60
DQ-M-STED,5/18/2024,Set Tulis Eksekutif DQLab,Merchandise,18,299850,209850,90
DQ-E-PMD,5/18/2024,Printer Mini DQLab,Elektronik,52,599850,524850,80
DQ-PM-PKD,5/18/2024,Papan Klip DQLab,Perlengkapan Meja,21,374850,134850,53
DQ-E-LMD,5/18/2024,Label Maker DQLab,Elektronik,7,299850,224850,45
DQ-AT-TRD,5/18/2024,Tipe-X Roller DQLab,Alat Tulis,111,44850,29850,150
DQ-E-STD,5/18/2024,Stempel + Tinta DQLab,Elektronik,8,374850,314850,56
DQ-PM-SBD,5/18/2024,Staples + Box DQLab,Perlengkapan Meja,32,74850,59850,66
DQ-E-PLD,5/18/2024,Powerbank Logo DQLab,Elektronik,57,299850,269850,74
DQ-P-LCD,5/18/2024,Lakban + Cutter DQLab,Pengemasan,94,134850,119850,161
DQ-M-TLD,5/18/2024,Tumbler Logo DQLab,Merchandise,18,194850,164850,43
DQ-E-SMD,5/18/2024,Speaker Mini DQLab,Elektronik,30,389850,314850,111
DQ-KC-KUD,5/18/2024,Kartu Ucapan DQLab,Kertas & Cetak,3,119850,59850,13
DQ-KC-KUD,5/18/2024,Kartu Ucapan DQLab,Kertas & Cetak,3,119850,59850,13
DQ-M-BAD,5/19/2024,Buku Agenda DQLab,Merchandise,222,239850,149850,236
DQ-M-TLD,5/19/2024,Termos Logo DQLab,Merchandise,73,194850,149850,85
DQ-M-DKD,5/19/2024,Dompet Kartu DQLab,Merchandise,13,149850,119850,87
DQ-E-EKD,5/19/2024,Earphone Kantor DQLab,Elektronik,271,224850,104850,284
DQ-M-BMD,5/19/2024,Botol Minum DQLab,Merchandise,3,239850,179850,76
DQ-KC-KND,5/19/2024,Kartu Nama DQLab,Kertas & Cetak,96,104850,59850,194
DQ-AT-PMD,5/19/2024,Pulpen Metal DQLab,Alat Tulis,97,164850,149850,116
DQ-O-KSD,5/19/2024,Kotak Serbaguna DQLab,Organisasi,71,224850,164850,101
DQ-KC-LND,5/19/2024,Label Nama DQLab,Kertas & Cetak,50,164850,89850,105
DQ-M-MCD,5/19/2024,Mousepad Custom DQLab,Merchandise,33,89850,59850,69
DQ-M-MCD,5/19/2024,Mousepad Custom DQLab,Merchandise,33,89850,59850,69
DQ-AT-SPD,5/19/2024,Set Pulpen DQLab,Alat Tulis,80,149850,44850,155
DQ-M-STED,5/19/2024,Set Tulis Eksekutif DQLab,Merchandise,64,299850,209850,114
DQ-E-PMD,5/19/2024,Printer Mini DQLab,Elektronik,70,599850,524850,92
DQ-PM-PKD,5/19/2024,Papan Klip DQLab,Perlengkapan Meja,31,374850,134850,49
DQ-E-KBD,5/19/2024,Kalkulator Besar DQLab,Elektronik,9,149850,104850,54
DQ-E-LMD,5/19/2024,Label Maker DQLab,Elektronik,12,299850,224850,107
DQ-AT-TRD,5/19/2024,Tipe-X Roller DQLab,Alat Tulis,86,44850,29850,185
DQ-E-STD,5/19/2024,Stempel + Tinta DQLab,Elektronik,32,374850,314850,99
DQ-PM-SBD,5/19/2024,Staples + Box DQLab,Perlengkapan Meja,67,74850,59850,130
DQ-E-PLD,5/19/2024,Powerbank Logo DQLab,Elektronik,34,299850,269850,55
DQ-P-LCD,5/19/2024,Lakban + Cutter DQLab,Pengemasan,90,134850,119850,180
DQ-M-TLD,5/19/2024,Tumbler Logo DQLab,Merchandise,8,194850,164850,95
DQ-M-BAD,5/20/2024,Buku Agenda DQLab,Merchandise,144,239850,149850,167
DQ-M-TLD,5/20/2024,Termos Logo DQLab,Merchandise,90,194850,149850,133
DQ-M-DKD,5/20/2024,Dompet Kartu DQLab,Merchandise,16,149850,119850,78
DQ-E-EKD,5/20/2024,Earphone Kantor DQLab,Elektronik,249,224850,104850,278
DQ-M-BMD,5/20/2024,Botol Minum DQLab,Merchandise,100,239850,179850,184
DQ-KC-KND,5/20/2024,Kartu Nama DQLab,Kertas & Cetak,220,104850,59850,245
DQ-AT-PMD,5/20/2024,Pulpen Metal DQLab,Alat Tulis,245,164850,149850,324
DQ-O-KSD,5/20/2024,Kotak Serbaguna DQLab,Organisasi,85,224850,164850,150
DQ-KC-LND,5/20/2024,Label Nama DQLab,Kertas & Cetak,56,164850,89850,148
DQ-M-MCD,5/20/2024,Mousepad Custom DQLab,Merchandise,40,89850,59850,107
DQ-M-MCD,5/20/2024,Mousepad Custom DQLab,Merchandise,40,89850,59850,107
DQ-AT-SPD,5/20/2024,Set Pulpen DQLab,Alat Tulis,41,149850,44850,54
DQ-M-STED,5/20/2024,Set Tulis Eksekutif DQLab,Merchandise,96,299850,209850,109
DQ-E-PMD,5/20/2024,Printer Mini DQLab,Elektronik,144,599850,524850,173
DQ-PM-PKD,5/20/2024,Papan Klip DQLab,Perlengkapan Meja,23,374850,134850,42
DQ-E-KBD,5/20/2024,Kalkulator Besar DQLab,Elektronik,8,149850,104850,41
DQ-E-LMD,5/20/2024,Label Maker DQLab,Elektronik,49,299850,224850,84
DQ-AT-TRD,5/20/2024,Tipe-X Roller DQLab,Alat Tulis,97,44850,29850,143
DQ-E-STD,5/20/2024,Stempel + Tinta DQLab,Elektronik,11,374850,314850,105
DQ-PM-SBD,5/20/2024,Staples + Box DQLab,Perlengkapan Meja,145,74850,59850,208
DQ-E-PLD,5/20/2024,Powerbank Logo DQLab,Elektronik,120,299850,269850,150
DQ-P-LCD,5/20/2024,Lakban + Cutter DQLab,Pengemasan,108,134850,119850,191
DQ-M-TLD,5/20/2024,Tumbler Logo DQLab,Merchandise,11,194850,164850,58
DQ-E-SMD,5/20/2024,Speaker Mini DQLab,Elektronik,40,389850,314850,95
DQ-M-BAD,5/21/2024,Buku Agenda DQLab,Merchandise,167,239850,149850,180
DQ-M-TLD,5/21/2024,Termos Logo DQLab,Merchandise,74,194850,149850,143
DQ-E-EKD,5/21/2024,Earphone Kantor DQLab,Elektronik,218,224850,104850,284
DQ-M-BMD,5/21/2024,Botol Minum DQLab,Merchandise,94,239850,179850,148
DQ-KC-KND,5/21/2024,Kartu Nama DQLab,Kertas & Cetak,219,104850,59850,248
DQ-AT-PMD,5/21/2024,Pulpen Metal DQLab,Alat Tulis,174,164850,149850,200
DQ-O-KSD,5/21/2024,Kotak Serbaguna DQLab,Organisasi,76,224850,164850,156
DQ-KC-LND,5/21/2024,Label Nama DQLab,Kertas & Cetak,68,164850,89850,81
DQ-M-MCD,5/21/2024,Mousepad Custom DQLab,Merchandise,32,89850,59850,55
DQ-M-MCD,5/21/2024,Mousepad Custom DQLab,Merchandise,32,89850,59850,55
DQ-AT-SPD,5/21/2024,Set Pulpen DQLab,Alat Tulis,42,149850,44850,54
DQ-M-STED,5/21/2024,Set Tulis Eksekutif DQLab,Merchandise,102,299850,209850,199
DQ-E-PMD,5/21/2024,Printer Mini DQLab,Elektronik,85,599850,524850,174
DQ-E-LMD,5/21/2024,Label Maker DQLab,Elektronik,23,299850,224850,90
DQ-AT-TRD,5/21/2024,Tipe-X Roller DQLab,Alat Tulis,71,44850,29850,135
DQ-E-STD,5/21/2024,Stempel + Tinta DQLab,Elektronik,5,374850,314850,18
DQ-PM-SBD,5/21/2024,Staples + Box DQLab,Perlengkapan Meja,49,74850,59850,82
DQ-E-PLD,5/21/2024,Powerbank Logo DQLab,Elektronik,44,299850,269850,87
DQ-P-LCD,5/21/2024,Lakban + Cutter DQLab,Pengemasan,161,134850,119850,200
DQ-E-TMD,5/21/2024,Timbangan Mini DQLab,Elektronik,75,224850,179850,166
DQ-M-TLD,5/21/2024,Tumbler Logo DQLab,Merchandise,15,194850,164850,43
DQ-E-SMD,5/21/2024,Speaker Mini DQLab,Elektronik,27,389850,314850,67
DQ-M-BAD,5/22/2024,Buku Agenda DQLab,Merchandise,84,239850,149850,153
DQ-M-TLD,5/22/2024,Termos Logo DQLab,Merchandise,59,194850,149850,128
DQ-E-EKD,5/22/2024,Earphone Kantor DQLab,Elektronik,254,224850,104850,282
DQ-M-BMD,5/22/2024,Botol Minum DQLab,Merchandise,14,239850,179850,72
DQ-KC-KND,5/22/2024,Kartu Nama DQLab,Kertas & Cetak,95,104850,59850,167
DQ-AT-PMD,5/22/2024,Pulpen Metal DQLab,Alat Tulis,127,164850,149850,219
DQ-O-KSD,5/22/2024,Kotak Serbaguna DQLab,Organisasi,68,224850,164850,99
DQ-KC-LND,5/22/2024,Label Nama DQLab,Kertas & Cetak,36,164850,89850,69
DQ-M-MCD,5/22/2024,Mousepad Custom DQLab,Merchandise,57,89850,59850,142
DQ-M-MCD,5/22/2024,Mousepad Custom DQLab,Merchandise,57,89850,59850,142
DQ-AT-SPD,5/22/2024,Set Pulpen DQLab,Alat Tulis,42,149850,44850,81
DQ-M-STED,5/22/2024,Set Tulis Eksekutif DQLab,Merchandise,17,299850,209850,84
DQ-E-PMD,5/22/2024,Printer Mini DQLab,Elektronik,54,599850,524850,94
DQ-E-LMD,5/22/2024,Label Maker DQLab,Elektronik,1,299850,224850,74
DQ-AT-TRD,5/22/2024,Tipe-X Roller DQLab,Alat Tulis,132,44850,29850,160
DQ-E-STD,5/22/2024,Stempel + Tinta DQLab,Elektronik,91,374850,314850,148
DQ-PM-SBD,5/22/2024,Staples + Box DQLab,Perlengkapan Meja,23,74850,59850,77
DQ-E-PLD,5/22/2024,Powerbank Logo DQLab,Elektronik,35,299850,269850,99
DQ-P-LCD,5/22/2024,Lakban + Cutter DQLab,Pengemasan,72,134850,119850,136
DQ-E-TMD,5/22/2024,Timbangan Mini DQLab,Elektronik,6,224850,179850,33
DQ-M-TLD,5/22/2024,Tumbler Logo DQLab,Merchandise,12,194850,164850,84
DQ-KC-KUD,5/22/2024,Kartu Ucapan DQLab,Kertas & Cetak,9,119850,59850,65
DQ-KC-KUD,5/22/2024,Kartu Ucapan DQLab,Kertas & Cetak,9,119850,59850,65
DQ-M-BAD,5/23/2024,Buku Agenda DQLab,Merchandise,82,239850,149850,166
DQ-M-TLD,5/23/2024,Termos Logo DQLab,Merchandise,48,194850,149850,114
DQ-E-EKD,5/23/2024,Earphone Kantor DQLab,Elektronik,173,224850,104850,227
DQ-M-BMD,5/23/2024,Botol Minum DQLab,Merchandise,17,239850,179850,59
DQ-KC-KND,5/23/2024,Kartu Nama DQLab,Kertas & Cetak,53,104850,59850,79
DQ-AT-PMD,5/23/2024,Pulpen Metal DQLab,Alat Tulis,82,164850,149850,161
DQ-O-KSD,5/23/2024,Kotak Serbaguna DQLab,Organisasi,11,224850,164850,24
DQ-KC-LND,5/23/2024,Label Nama DQLab,Kertas & Cetak,9,164850,89850,38
DQ-M-MCD,5/23/2024,Mousepad Custom DQLab,Merchandise,33,89850,59850,89
DQ-M-MCD,5/23/2024,Mousepad Custom DQLab,Merchandise,33,89850,59850,89
DQ-AT-SPD,5/23/2024,Set Pulpen DQLab,Alat Tulis,38,149850,44850,62
DQ-M-STED,5/23/2024,Set Tulis Eksekutif DQLab,Merchandise,40,299850,209850,119
DQ-E-PMD,5/23/2024,Printer Mini DQLab,Elektronik,79,599850,524850,135
DQ-PM-PKD,5/23/2024,Papan Klip DQLab,Perlengkapan Meja,32,374850,134850,119
DQ-E-LMD,5/23/2024,Label Maker DQLab,Elektronik,13,299850,224850,97
DQ-AT-TRD,5/23/2024,Tipe-X Roller DQLab,Alat Tulis,111,44850,29850,129
DQ-PM-SBD,5/23/2024,Staples + Box DQLab,Perlengkapan Meja,70,74850,59850,169
DQ-E-PLD,5/23/2024,Powerbank Logo DQLab,Elektronik,24,299850,269850,49
DQ-P-LCD,5/23/2024,Lakban + Cutter DQLab,Pengemasan,95,134850,119850,173
DQ-E-TMD,5/23/2024,Timbangan Mini DQLab,Elektronik,40,224850,179850,110
DQ-E-SMD,5/23/2024,Speaker Mini DQLab,Elektronik,25,389850,314850,44
DQ-M-BAD,5/24/2024,Buku Agenda DQLab,Merchandise,116,239850,149850,175
DQ-M-TLD,5/24/2024,Termos Logo DQLab,Merchandise,9,194850,149850,21
DQ-E-EKD,5/24/2024,Earphone Kantor DQLab,Elektronik,230,224850,104850,316
DQ-M-BMD,5/24/2024,Botol Minum DQLab,Merchandise,16,239850,179850,95
DQ-KC-KND,5/24/2024,Kartu Nama DQLab,Kertas & Cetak,43,104850,59850,133
DQ-AT-PMD,5/24/2024,Pulpen Metal DQLab,Alat Tulis,132,164850,149850,192
DQ-O-KSD,5/24/2024,Kotak Serbaguna DQLab,Organisasi,15,224850,164850,43
DQ-KC-LND,5/24/2024,Label Nama DQLab,Kertas & Cetak,47,164850,89850,98
DQ-M-MCD,5/24/2024,Mousepad Custom DQLab,Merchandise,38,89850,59850,82
DQ-M-MCD,5/24/2024,Mousepad Custom DQLab,Merchandise,38,89850,59850,82
DQ-AT-SPD,5/24/2024,Set Pulpen DQLab,Alat Tulis,59,149850,44850,114
DQ-M-STED,5/24/2024,Set Tulis Eksekutif DQLab,Merchandise,39,299850,209850,74
DQ-E-PMD,5/24/2024,Printer Mini DQLab,Elektronik,44,599850,524850,122
DQ-E-KBD,5/24/2024,Kalkulator Besar DQLab,Elektronik,17,149850,104850,90
DQ-E-LMD,5/24/2024,Label Maker DQLab,Elektronik,29,299850,224850,75
DQ-AT-TRD,5/24/2024,Tipe-X Roller DQLab,Alat Tulis,105,44850,29850,198
DQ-PM-SBD,5/24/2024,Staples + Box DQLab,Perlengkapan Meja,21,74850,59850,79
DQ-E-PLD,5/24/2024,Powerbank Logo DQLab,Elektronik,29,299850,269850,59
DQ-P-LCD,5/24/2024,Lakban + Cutter DQLab,Pengemasan,89,134850,119850,172
DQ-E-TMD,5/24/2024,Timbangan Mini DQLab,Elektronik,9,224850,179850,82
DQ-E-SMD,5/24/2024,Speaker Mini DQLab,Elektronik,3,389850,314850,17
DQ-M-BAD,5/25/2024,Buku Agenda DQLab,Merchandise,99,239850,149850,178
DQ-M-TLD,5/25/2024,Termos Logo DQLab,Merchandise,82,194850,149850,181
DQ-E-EKD,5/25/2024,Earphone Kantor DQLab,Elektronik,156,224850,104850,169
DQ-M-BMD,5/25/2024,Botol Minum DQLab,Merchandise,53,239850,179850,101
DQ-KC-KND,5/25/2024,Kartu Nama DQLab,Kertas & Cetak,76,104850,59850,120
DQ-AT-PMD,5/25/2024,Pulpen Metal DQLab,Alat Tulis,215,164850,149850,225
DQ-O-KSD,5/25/2024,Kotak Serbaguna DQLab,Organisasi,5,224850,164850,38
DQ-KC-LND,5/25/2024,Label Nama DQLab,Kertas & Cetak,67,164850,89850,133
DQ-M-MCD,5/25/2024,Mousepad Custom DQLab,Merchandise,25,89850,59850,104
DQ-M-MCD,5/25/2024,Mousepad Custom DQLab,Merchandise,25,89850,59850,104
DQ-AT-SPD,5/25/2024,Set Pulpen DQLab,Alat Tulis,58,149850,44850,108
DQ-M-STED,5/25/2024,Set Tulis Eksekutif DQLab,Merchandise,80,299850,209850,143
DQ-E-PMD,5/25/2024,Printer Mini DQLab,Elektronik,124,599850,524850,179
DQ-E-LMD,5/25/2024,Label Maker DQLab,Elektronik,4,299850,224850,73
DQ-AT-TRD,5/25/2024,Tipe-X Roller DQLab,Alat Tulis,151,44850,29850,220
DQ-E-STD,5/25/2024,Stempel + Tinta DQLab,Elektronik,20,374850,314850,86
DQ-PM-SBD,5/25/2024,Staples + Box DQLab,Perlengkapan Meja,95,74850,59850,135
DQ-E-PLD,5/25/2024,Powerbank Logo DQLab,Elektronik,76,299850,269850,169
DQ-P-LCD,5/25/2024,Lakban + Cutter DQLab,Pengemasan,162,134850,119850,195
DQ-M-TLD,5/25/2024,Tumbler Logo DQLab,Merchandise,18,194850,164850,116
DQ-M-BAD,5/26/2024,Buku Agenda DQLab,Merchandise,75,239850,149850,120
DQ-M-TLD,5/26/2024,Termos Logo DQLab,Merchandise,77,194850,149850,171
DQ-E-EKD,5/26/2024,Earphone Kantor DQLab,Elektronik,232,224850,104850,271
DQ-M-BMD,5/26/2024,Botol Minum DQLab,Merchandise,41,239850,179850,74
DQ-KC-KND,5/26/2024,Kartu Nama DQLab,Kertas & Cetak,64,104850,59850,103
DQ-AT-PMD,5/26/2024,Pulpen Metal DQLab,Alat Tulis,95,164850,149850,190
DQ-O-KSD,5/26/2024,Kotak Serbaguna DQLab,Organisasi,10,224850,164850,26
DQ-KC-LND,5/26/2024,Label Nama DQLab,Kertas & Cetak,43,164850,89850,87
DQ-M-MCD,5/26/2024,Mousepad Custom DQLab,Merchandise,37,89850,59850,101
DQ-M-MCD,5/26/2024,Mousepad Custom DQLab,Merchandise,37,89850,59850,101
DQ-AT-SPD,5/26/2024,Set Pulpen DQLab,Alat Tulis,9,149850,44850,32
DQ-M-STED,5/26/2024,Set Tulis Eksekutif DQLab,Merchandise,127,299850,209850,146
DQ-E-PMD,5/26/2024,Printer Mini DQLab,Elektronik,41,599850,524850,130
DQ-PM-PKD,5/26/2024,Papan Klip DQLab,Perlengkapan Meja,11,374850,134850,36
DQ-E-KBD,5/26/2024,Kalkulator Besar DQLab,Elektronik,21,149850,104850,84
DQ-E-LMD,5/26/2024,Label Maker DQLab,Elektronik,70,299850,224850,168
DQ-AT-TRD,5/26/2024,Tipe-X Roller DQLab,Alat Tulis,87,44850,29850,173
DQ-E-STD,5/26/2024,Stempel + Tinta DQLab,Elektronik,40,374850,314850,119
DQ-PM-SBD,5/26/2024,Staples + Box DQLab,Perlengkapan Meja,104,74850,59850,157
DQ-E-PLD,5/26/2024,Powerbank Logo DQLab,Elektronik,43,299850,269850,125
DQ-P-LCD,5/26/2024,Lakban + Cutter DQLab,Pengemasan,142,134850,119850,196
DQ-E-TMD,5/26/2024,Timbangan Mini DQLab,Elektronik,26,224850,179850,91
DQ-E-SMD,5/26/2024,Speaker Mini DQLab,Elektronik,10,389850,314850,103
DQ-KC-KUD,5/26/2024,Kartu Ucapan DQLab,Kertas & Cetak,13,119850,59850,104
DQ-KC-KUD,5/26/2024,Kartu Ucapan DQLab,Kertas & Cetak,13,119850,59850,104
DQ-M-BAD,5/27/2024,Buku Agenda DQLab,Merchandise,235,239850,149850,301
DQ-M-TLD,5/27/2024,Termos Logo DQLab,Merchandise,58,194850,149850,88
DQ-M-DKD,5/27/2024,Dompet Kartu DQLab,Merchandise,13,149850,119850,90
DQ-E-EKD,5/27/2024,Earphone Kantor DQLab,Elektronik,195,224850,104850,254
DQ-M-BMD,5/27/2024,Botol Minum DQLab,Merchandise,12,239850,179850,54
DQ-KC-KND,5/27/2024,Kartu Nama DQLab,Kertas & Cetak,175,104850,59850,191
DQ-AT-PMD,5/27/2024,Pulpen Metal DQLab,Alat Tulis,194,164850,149850,273
DQ-O-KSD,5/27/2024,Kotak Serbaguna DQLab,Organisasi,188,224850,164850,212
DQ-KC-LND,5/27/2024,Label Nama DQLab,Kertas & Cetak,117,164850,89850,208
DQ-M-MCD,5/27/2024,Mousepad Custom DQLab,Merchandise,26,89850,59850,67
DQ-M-MCD,5/27/2024,Mousepad Custom DQLab,Merchandise,26,89850,59850,67
DQ-AT-SPD,5/27/2024,Set Pulpen DQLab,Alat Tulis,30,149850,44850,114
DQ-M-STED,5/27/2024,Set Tulis Eksekutif DQLab,Merchandise,46,299850,209850,75
DQ-E-PMD,5/27/2024,Printer Mini DQLab,Elektronik,112,599850,524850,209
DQ-PM-PKD,5/27/2024,Papan Klip DQLab,Perlengkapan Meja,13,374850,134850,37
DQ-E-KBD,5/27/2024,Kalkulator Besar DQLab,Elektronik,32,149850,104850,89
DQ-E-LMD,5/27/2024,Label Maker DQLab,Elektronik,33,299850,224850,113
DQ-AT-TRD,5/27/2024,Tipe-X Roller DQLab,Alat Tulis,229,44850,29850,259
DQ-E-STD,5/27/2024,Stempel + Tinta DQLab,Elektronik,48,374850,314850,99
DQ-PM-SBD,5/27/2024,Staples + Box DQLab,Perlengkapan Meja,76,74850,59850,111
DQ-E-PLD,5/27/2024,Powerbank Logo DQLab,Elektronik,112,299850,269850,135
DQ-P-LCD,5/27/2024,Lakban + Cutter DQLab,Pengemasan,153,134850,119850,219
DQ-E-TMD,5/27/2024,Timbangan Mini DQLab,Elektronik,15,224850,179850,61
DQ-E-SMD,5/27/2024,Speaker Mini DQLab,Elektronik,44,389850,314850,111
DQ-M-BAD,5/28/2024,Buku Agenda DQLab,Merchandise,164,239850,149850,194
DQ-M-TLD,5/28/2024,Termos Logo DQLab,Merchandise,91,194850,149850,182
DQ-M-DKD,5/28/2024,Dompet Kartu DQLab,Merchandise,3,149850,119850,81
DQ-E-EKD,5/28/2024,Earphone Kantor DQLab,Elektronik,187,224850,104850,199
DQ-M-BMD,5/28/2024,Botol Minum DQLab,Merchandise,59,239850,179850,155
DQ-KC-KND,5/28/2024,Kartu Nama DQLab,Kertas & Cetak,114,104850,59850,213
DQ-AT-PMD,5/28/2024,Pulpen Metal DQLab,Alat Tulis,261,164850,149850,307
DQ-O-KSD,5/28/2024,Kotak Serbaguna DQLab,Organisasi,82,224850,164850,179
DQ-KC-LND,5/28/2024,Label Nama DQLab,Kertas & Cetak,104,164850,89850,162
DQ-M-MCD,5/28/2024,Mousepad Custom DQLab,Merchandise,62,89850,59850,90
DQ-M-MCD,5/28/2024,Mousepad Custom DQLab,Merchandise,62,89850,59850,90
DQ-AT-SPD,5/28/2024,Set Pulpen DQLab,Alat Tulis,30,149850,44850,128
DQ-M-STED,5/28/2024,Set Tulis Eksekutif DQLab,Merchandise,89,299850,209850,183
DQ-E-PMD,5/28/2024,Printer Mini DQLab,Elektronik,208,599850,524850,229
DQ-PM-PKD,5/28/2024,Papan Klip DQLab,Perlengkapan Meja,15,374850,134850,85
DQ-E-KBD,5/28/2024,Kalkulator Besar DQLab,Elektronik,7,149850,104850,57
DQ-E-LMD,5/28/2024,Label Maker DQLab,Elektronik,22,299850,224850,64
DQ-AT-TRD,5/28/2024,Tipe-X Roller DQLab,Alat Tulis,111,44850,29850,170
DQ-E-STD,5/28/2024,Stempel + Tinta DQLab,Elektronik,34,374850,314850,111
DQ-PM-SBD,5/28/2024,Staples + Box DQLab,Perlengkapan Meja,23,74850,59850,103
DQ-E-PLD,5/28/2024,Powerbank Logo DQLab,Elektronik,96,299850,269850,191
DQ-P-LCD,5/28/2024,Lakban + Cutter DQLab,Pengemasan,178,134850,119850,220
DQ-E-TMD,5/28/2024,Timbangan Mini DQLab,Elektronik,29,224850,179850,119
DQ-M-TLD,5/28/2024,Tumbler Logo DQLab,Merchandise,69,194850,164850,102
DQ-E-SMD,5/28/2024,Speaker Mini DQLab,Elektronik,26,389850,314850,96
DQ-KC-KUD,5/28/2024,Kartu Ucapan DQLab,Kertas & Cetak,2,119850,59850,72
DQ-KC-KUD,5/28/2024,Kartu Ucapan DQLab,Kertas & Cetak,2,119850,59850,72
DQ-M-BAD,5/29/2024,Buku Agenda DQLab,Merchandise,78,239850,149850,115
DQ-M-TLD,5/29/2024,Termos Logo DQLab,Merchandise,57,194850,149850,124
DQ-E-EKD,5/29/2024,Earphone Kantor DQLab,Elektronik,307,224850,104850,359
DQ-M-BMD,5/29/2024,Botol Minum DQLab,Merchandise,21,239850,179850,71
DQ-KC-KND,5/29/2024,Kartu Nama DQLab,Kertas & Cetak,38,104850,59850,86
DQ-AT-PMD,5/29/2024,Pulpen Metal DQLab,Alat Tulis,99,164850,149850,194
DQ-O-KSD,5/29/2024,Kotak Serbaguna DQLab,Organisasi,26,224850,164850,84
DQ-KC-LND,5/29/2024,Label Nama DQLab,Kertas & Cetak,67,164850,89850,93
DQ-M-MCD,5/29/2024,Mousepad Custom DQLab,Merchandise,58,89850,59850,137
DQ-M-MCD,5/29/2024,Mousepad Custom DQLab,Merchandise,58,89850,59850,137
DQ-AT-SPD,5/29/2024,Set Pulpen DQLab,Alat Tulis,11,149850,44850,90
DQ-M-STED,5/29/2024,Set Tulis Eksekutif DQLab,Merchandise,53,299850,209850,127
DQ-E-PMD,5/29/2024,Printer Mini DQLab,Elektronik,57,599850,524850,140
DQ-E-LMD,5/29/2024,Label Maker DQLab,Elektronik,32,299850,224850,126
DQ-AT-TRD,5/29/2024,Tipe-X Roller DQLab,Alat Tulis,90,44850,29850,104
DQ-E-STD,5/29/2024,Stempel + Tinta DQLab,Elektronik,15,374850,314850,26
DQ-PM-SBD,5/29/2024,Staples + Box DQLab,Perlengkapan Meja,67,74850,59850,98
DQ-E-PLD,5/29/2024,Powerbank Logo DQLab,Elektronik,81,299850,269850,147
DQ-P-LCD,5/29/2024,Lakban + Cutter DQLab,Pengemasan,83,134850,119850,158
DQ-M-TLD,5/29/2024,Tumbler Logo DQLab,Merchandise,5,194850,164850,88
DQ-E-SMD,5/29/2024,Speaker Mini DQLab,Elektronik,16,389850,314850,41
DQ-KC-KUD,5/29/2024,Kartu Ucapan DQLab,Kertas & Cetak,3,119850,59850,63
DQ-KC-KUD,5/29/2024,Kartu Ucapan DQLab,Kertas & Cetak,3,119850,59850,63
DQ-M-BAD,5/30/2024,Buku Agenda DQLab,Merchandise,184,239850,149850,232
DQ-M-TLD,5/30/2024,Termos Logo DQLab,Merchandise,46,194850,149850,141
DQ-E-EKD,5/30/2024,Earphone Kantor DQLab,Elektronik,218,224850,104850,303
DQ-M-BMD,5/30/2024,Botol Minum DQLab,Merchandise,48,239850,179850,145
DQ-KC-KND,5/30/2024,Kartu Nama DQLab,Kertas & Cetak,46,104850,59850,95
DQ-AT-PMD,5/30/2024,Pulpen Metal DQLab,Alat Tulis,19,164850,149850,66
DQ-O-KSD,5/30/2024,Kotak Serbaguna DQLab,Organisasi,18,224850,164850,87
DQ-KC-LND,5/30/2024,Label Nama DQLab,Kertas & Cetak,45,164850,89850,113
DQ-M-MCD,5/30/2024,Mousepad Custom DQLab,Merchandise,31,89850,59850,50
DQ-M-MCD,5/30/2024,Mousepad Custom DQLab,Merchandise,31,89850,59850,50
